item_id,item_name,brand,l1_category,l2_category,l3_category,pack_type,combo_size,storage_requirement_type,mrp
917417,JLT BASICS Professional Beauty Blender Sponge Makeup Applicator Puffs Random Color Set Of 7 (Jltbasicsbb003),JLT BASICS,Makeup,Makeup Brushes and Tools,Sponges and Beauty Blenders,Jar,1.0,Ambient,599.0
6349,Navratna Cool Active Deo Talc,Navratna,Bath Body and Hair,Perfumes, Deos and Talc,Talcum Powder,Bottle,1.0,Ambient,263.0
377277,Summer Essentials Skincare and Haircare Travel kit,Mamaearth,Bath Body and Hair,Face Cream,Sunscreen,Box,1.0,Ambient,1684.0
496327,Lakme 9 to 5 Complexion Care Cream SPF 30 PA ++,Lakme,Bath Body and Hair,Face Cream,Face Care,Box,1.0,Ambient,115.0
811450,Shryoan The Lusty Liquid Matte Lipstick | Long Lasting | Waterproof | Shade 19,SHRYOAN,Makeup,Lip Makeup,Lipsticks,NULL,NULL,Ambient,259.0
217804,De Fabulous Marula Oil Conditioner with Ultimate Repair for Damaged Hair | Sulphate free,De Fabulous,Bath Body and Hair,Shampoo and Conditioner,Conditioner,Box,NULL,Ambient,1620.0
82493,Wow Skin Science Onion Red Seed Oil Shampoo,Wow Skin Science,Bath Body and Hair,Shampoo and Conditioner,Shampoo,Bottle,1.0,Ambient,399.0
73417,JOY Revivify Ubtan Tan Removal & Blemish Minimizing Face Wash,JOY,Bath Body and Hair,Face Wash and Scrub,Face Wash,Tube,1.0,Ambient,285.0
218818,Clayco Sake And Miracle Mushroom Brightening Serum With Niacinamide, Kojic Acid & Alpha Arbutin,Clayco,Beauty and Grooming,Face and Lip Care,Face Care,Bottle,1.0,Ambient,1099.0
275233,Oscar Forever Oud Intense Perfume for Men and Women,Oscar,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,NULL,NULL,Ambient,1149.0
757181,Pilgrim Australian Vitamin C Gel Face Wash for for dry/ radiant/ glowing skin with Kakadu Plum & Lime Pearl™ | Women & Men |,Pilgrim,Bath Body and Hair,Face Wash and Scrub,Face Wash,Tube,1.0,Ambient,250.0
32139,Park Avenue Discoverer Premium Perfume For Men,Park Avenue,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Bottle,1.0,Ambient,1200.0
299470,BRYAN & CANDY Lavender & Vanilla Cream Bath Kit Gift For Women,BRYAN & CANDY,Bath Body and Hair,Gift Packs,Personal Care Gift,Pack,1.0,Ambient,500.0
137717,Boots Vitamin C Brightening Serum Sheet Mask,Boots,Beauty and Grooming,Face and Lip Care,Face Care,NULL,NULL,Ambient,390.0
220092,RENEE Very Matte Pack of 4 Matte Lipsticks Berries,RENEE,Makeup,Lip Makeup,Lipsticks,NULL,NULL,Ambient,599.0
59229,Neem Toothpaste-Complete-Care,Neem,Hygiene and Wellness,Oral Care,Toothpaste,Box,1.0,Ambient,120.0
945547,Indica Creme Hair Color, Ammonia Free | with Onion, Argan & Coconut Oils | Natural Black,Indica,Beauty and Grooming,Hair Colour,Powder Hair Colour,NULL,NULL,Ambient,33.0
94215,JOY Hair Fruits Hair Dryness Control Conditioning Shampoo,JOY,Bath Body and Hair,Shampoo and Conditioner,Shampoo,Bottle,1.0,Ambient,204.0
971174,Lakme Absolute Sheer Lip Mousse 103 Dark Cherry,Lakme,Makeup,Lip Makeup,Lipsticks,Pack,1.0,Ambient,650.0
857370,Rexona W Deo Aer Ap Powder Dry,Rexona,Bath Body and Hair,Perfumes, Deos and Talc,Deos,NULL,NULL,Ambient,299.0
638416,Etude Dear Darling Oil Tint 04 Sweet Apple,Etude,Makeup,Lip Makeup,Lip Tint,NULL,NULL,Ambient,750.0
688230,Love Beauty & Planet Argan Oil & Lavender Hair Mask,Love Beauty & Planet,Bath Body and Hair,Shampoo and Conditioner,Hair Mask,Bottle,1.0,Ambient,600.0
842619,Keywest Sensitive Shaving Foam,Keywest,Beauty and Grooming,Shaving Needs,Shaving Foam,NULL,1.0,Ambient,145.0
372707,Ajmal Oud of Dubai EDP Unisex Perfume – Long-Lasting Premium Fragrance,Ajmal,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,NULL,NULL,Ambient,1099.0
136557,Plum Bodylovin Oh So Pistachio Eau De Parfum- Oriental Gourmand Perfume,Plum,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Pack,1.0,Ambient,899.0
62440,Minimalist Hydrating & Repairing Skincare Gift Set,Minimalist,Beauty and Grooming,Gift Packs,Skincare,Pack,1.0,Ambient,999.0
68684,RENEE Pink False Stick On Nails (Pack of 24),RENEE,Makeup,Nail Paints and Accessories,Stick-on Nails,Pack,1.0,Ambient,499.0
93176,O3+ Radiant Day Cream SPF 30 | For Glowing, Even Skin Tone | Moisturises & Protects All Skin Types,O3+,Beauty and Grooming,Face and Lip Care,Face Care,Pack,NULL,Ambient,1050.0
1255,Colgate Strong Teeth Toothpaste,Colgate,Hygiene and Wellness,Oral Care,Toothpaste,Tube,1.0,Ambient,130.0
64420,Mamaearth Rosemary Hair Growth Oil with Rosemary & Methi Dana for Promoting Hair Growth,Mamaearth,Bath Body and Hair,Hair Oil and Serum,Functional Hair Oil,Pack,1.0,Ambient,372.0
230525,Sebastian Professional Re-Shaper Strong Hold Hairspray,Sebastian Professional,Bath Body and Hair,Hair Oil and Serum,Hair Spary,NULL,NULL,Ambient,2250.0
972080,ROOTS Truglam Brush Use for Men and Women - RTS66,ROOTS,Beauty and Grooming,Beauty Accessories,Beauty Tools,Pack,1.0,Ambient,395.0
18998,Perfora Teeth Whitening Powder (Triple Mint),Perfora,Hygiene and Wellness,Oral Care,Tooth Powder,NULL,1.0,Ambient,290.0
740717,Aaa Honey & Goats Milk Nourishing & Moisturizing The Skin Soap,Aaa,Bath Body and Hair,Soap,Soaps,Pack,1.0,Ambient,450.0
32652,Dove Nourishing Liquid Hand Wash For Soft Moisturised Skin Washes Away Germs,Dove,Hygiene and Wellness,Hand Wash and Sanitizer,Hand Wash,Box,1.0,Ambient,249.0
501891,Aramusk Musk Mens Soap,Aramusk,Bath Body and Hair,Soap,Men Soap,NULL,1.0,Ambient,100.0
567880,Paree Ultra Thinz Sanitary Pad - XL,Paree,Hygiene and Wellness,Feminine Hygiene,Sanitary Pads,Pack,1.0,Ambient,185.0
960349,Gubb Purple Hair Coloring Brush,Gubb,Makeup,Hair Brushes and Styling Tools,Hair Brushes,Box,1.0,Ambient,65.0
694813,hoop Magnesium Sleep Lotion,hoop,Bath Body and Hair,Body Lotion,Moisturising Lotion,Bottle,NULL,Ambient,680.0
533746,Deconstruct Anti Dandruff Serum | Exfoliates & Soothes Scalp,Deconstruct,Bath Body and Hair,Hair Oil and Serum,Hair Serum,Bottle,1.0,Ambient,599.0
61396,Dot & Key Vitamin C+E Gel Facewash,Dot & Key,Bath Body and Hair,Face Wash and Scrub,Face Wash,Pack,1.0,Ambient,249.0
875984,Pilgrim 2% Niacinamide Glow Sunscreen SPF 50 +++ for men and women,Pilgrim,Bath Body and Hair,Face Cream,Sunscreen,Pack,1.0,Ambient,445.0
637638,ROOTS Classic - Fine Tooth Combs Use For Men And Women - 39,ROOTS,Makeup,Makeup Brushes and Tools,Hair Combs,Pack,1.0,Ambient,245.0
80204,The Derma Co Sali-Cinamide Anti-Acne Face Wash,The Derma Co,Bath Body and Hair,Face Wash and Scrub,Face Wash,Pack,1.0,Ambient,249.0
22517,Park Avenue Premium Mens Soap Oil and Perfume Spray Voyage Pack of 2,Park Avenue,Bath Body and Hair,Soap,Men Soap,NULL,1.0,Ambient,585.0
42662,Manforce (Chocolate Strawberry Coffee Black Grapes & Melon),Manforce,Hygiene and Wellness,Sexual Wellness,Condoms,Box,1.0,Ambient,300.0
278801,ThriveCo Hair Serum 2.0,ThriveCo,Bath Body and Hair,Hair Oil and Serum,Hair Serum,Bottle,NULL,Ambient,649.0
255983,Gillette Fusion Proglide Blades for men with styling back blade - 8 count for Perfect Shave and Perfect Beard Shape,Gillette,Beauty and Grooming,Shaving Needs,Cartridge,Pack,1.0,Ambient,84.0
519207,Palmolive Moments Range Restful Sleep Body Wash,Shower Gel,Palmolive,Bath Body and Hair,Shower Gel,Body Wash,NULL,NULL,Ambient,660.0
68041,Bold Care Vibe Strawberry Water- Based Edible Lubricant,Bold Care,Hygiene and Wellness,Sexual Wellness,Lubricant,Box,1.0,Ambient,489.0
84975,THE BODY SHOP Shea Body Lotion,The Body Shop,Bath Body and Hair,Body Lotion,Moisturising Lotion,Pack,1.0,Ambient,1295.0
544464,Evereve Period Panty For Girls & Women, M-L , 360 Degree Coverage,  Leaks, High Absorbency For Heavy Flow,,Evereve,Hygiene and Wellness,Feminine Hygiene,Panties and Liners,Pack,1.0,Ambient,60.0
80868,StBotanica Biotin & Collagen Volumizing Hair Shampoo,St.Botanica,Bath Body and Hair,Shampoo and Conditioner,Shampoo,Pack,1.0,Ambient,599.0
714168,Plum CeraSense Moisturizing Crème with Ceramides & Peptides|Dermat-Tested Women & Men,Plum,Bath Body and Hair,Face Cream,Moisturising Cream,NULL,NULL,Ambient,299.0
886285,Carmesi Disposable Period Panties (XXL-3XL) | 360 Protection for Super Heavy Flow,Carmesi,Hygiene and Wellness,Feminine Hygiene,Panties and Liners,Pack,1.0,Ambient,450.0
322428,HEALTHAID Magnesium Glycinate With Zinc (60 Tablets),HEALTHAID,Hygiene and Wellness,Vitamins and Digestives,Multivitamin Supplements,Box,1.0,Ambient,999.0
23670,Nivea Men Fresh Ocean Deodorant 48H Long Lasting Freshness With Fresh Aqua Scent,Nivea,Bath Body and Hair,Perfumes, Deos and Talc,Deos,Bottle,1.0,Ambient,450.0
255210,Leezu's Toofaan Stroker Personal Massager For Men,Leezu's,Hygiene and Wellness,Sexual Wellness,Sexual Enhancers,Pack,1.0,Ambient,1799.0
9549,Set Wet Cool Avatar Deodorant,Set Wet,Bath Body and Hair,Perfumes, Deos and Talc,Deos,Bottle,1.0,Ambient,265.0
858691,Prolume T-shape Claw Clips Hair Accessories For Women/Girl (Light Beige,Dark Beige),Prolume,Makeup,Makeup Brushes and Tools,Hair Clips,NULL,NULL,Ambient,300.0
558227,The Derma Co Triple Actives Anti-Dandruff Shampoo,The Derma Co,Bath Body and Hair,Shampoo and Conditioner,Shampoo,NULL,NULL,Ambient,499.0
179919,Maybelline New York Color Sensational Ultimatte Lipstick, More Berry,Maybelline New York,Makeup,Lip Makeup,Lipsticks,Bottle,1.0,Ambient,599.0
131620,Precious Skin Gold Snail Ampoule Mask,Precious Skin,Beauty and Grooming,Face and Lip Care,Face Care,Pack,1.0,Ambient,360.0
384239,Etude Dear Darling Oil Tint 02 Plum Berry,Etude,Makeup,Lip Makeup,Lip Tint,NULL,NULL,Ambient,750.0
75540,Wow Skin Science Onion Oil Shampoo,Wow Skin Science,Bath Body and Hair,Shampoo and Conditioner,Shampoo,Bottle,1.0,Ambient,130.0
46615,OLAY Total Effects Night Cream With Vitamin C,Niacinamide, Green Tea,OLAY,Bath Body and Hair,Face Cream,Functional Cream,Pack,1.0,Ambient,999.0
137973,Lakme 9to5 Hya Matte Foundation + Hyaluronic Acid Neutral Medium - 25ml,Lakme,Makeup,Face Makeup,Foundation,Bottle,1.0,Ambient,899.0
682692,Morning Fresh_DEEP SLEEP 7's,Morning Fresh,Hygiene and Wellness,Vitamins and Digestives,Multivitamin Supplements,Box,1.0,Ambient,133.0
275511,Mamaearth Onion Conditioner For Hair Fall Control,Mamaearth,Bath Body and Hair,Shampoo and Conditioner,Conditioner,Bottle,1.0,Ambient,1396.0
437801,Beautiliss Professional Eyelash Set 3D False Long And Natural Eye Makeup No. L04 (10P),Beautiliss Professional,Makeup,Eye Makeup,False Eye Lashes,Box,1.0,Ambient,800.0
46790,L.A. Girl Lip Oil- Shimmer Cherry,L.A. Girl,Beauty and Grooming,Face and Lip Care,Lip Balm,Pack,1.0,Ambient,595.0
915513,Pure Sense Opulence Gift For Women (Hearts + Sweet + Passion + Love) Set of - 4,Pure Sense,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Box,1.0,Ambient,849.0
90993,Love Beauty & Planet Curry Leaves|| Biotin & Mandarin Paraben Free Conditioner For Long & Strong Hair,Love Beauty & Planet,Bath Body and Hair,Shampoo and Conditioner,Conditioner,Pack,1.0,Ambient,700.0
755196,Guess 1981 For Women Body Mist,Guess,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Dispenser,1.0,Ambient,2100.0
675211,Nature's Essence Professional Facialist 2% Alpha Arbutin Daily Brightening Serum,Nature's Essence,Beauty and Grooming,Face and Lip Care,Face Care,NULL,NULL,Ambient,370.0
346438,Parachute Advansed Aloe Vera Enriched Coconut Hair Oil With Green Tea Extract,Parachute Advansed,Bath Body and Hair,Hair Oil and Serum,Coconut Hair Oil,Bottle,1.0,Ambient,427.0
5430,Lakme Absolute Perfect Radiance Brightening Day Creme,Lakme,Bath Body and Hair,Face Cream,Brightening Cream,Box,1.0,Ambient,415.0
25874,L'Oreal Paris Color Protect Shampoo,L'Oreal Paris,Bath Body and Hair,Shampoo and Conditioner,Shampoo,Bottle,1.0,Ambient,190.0
608446,Boho Botanist Almond & Babassu Polishing Body Scrub(200 g),Boho Botanist,Bath Body and Hair,Face Wash and Scrub,Body Scrub,Pack,NULL,Ambient,599.0
979599,Archies Luxury Perfume Gift Set For Women,Archies,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Bottle,1.0,Ambient,999.0
673183,Beautiliss Professional Nail Pusher,Beautiliss Professional,Makeup,Makeup Brushes and Tools,Nail Filer,Box,1.0,Ambient,175.0
952934,Shryoan Pretty Me Bold Lipliner & Eye Liner Pencil | Waterproof | Long-Lasting | Shade 09,SHRYOAN,Makeup,Gift Set,Lip and Eye Set,NULL,NULL,Ambient,59.0
727819,VLCC Clinic Skin ProBright Micro Serum Brightening, skin revival, anti-ageing 30ml,VLCC Clinic,Beauty and Grooming,Face and Lip Care,Face Care,Bottle,1.0,Ambient,799.0
759933,Skinfood Royal Honey Propolis Enrich Barrier Cream,Skinfood,Beauty and Grooming,Beauty Accessories,Moisturising Cream,Box,1.0,Ambient,2690.0
31228,Boroplus Organic Aloe Vera Gel,Boroplus,Beauty and Grooming,Face and Lip Care,Face Care,Pack,1.0,Ambient,110.0
818820,Skinfood Peach Sake Pore Toner,Skinfood,Beauty and Grooming,Face and Lip Care,Face Care,Box,1.0,Ambient,990.0
91880,Bella Vita Luxury Ceo Man Intense Perfume,Bella Vita Luxury,Bath Body and Hair,Perfumes, Deos and Talc,Deos,Bottle,1.0,Ambient,1099.0
238650,Polish Me Pretty Luxe Press On Nails - Cocoa Candy - Almond Short,Polish Me Pretty,Makeup,Nail Paints and Accessories,Stick-on Nails,Pack,NULL,Ambient,899.0
827641,ROOTS Truglam Brush Use For Men And Women - Rlv12,ROOTS,Beauty and Grooming,Beauty Accessories,Beauty Tools,Pack,1.0,Ambient,395.0
285285,Baidyanath Asli Ayurved Mahabhringraj Hair Oil Bhringraj Oil For Hair, Growth |Ayurvedic Hair Oil With 15 Authentic Herbs,Baidyanath,Bath Body and Hair,Hair Oil and Serum,Hair Oil,Pack,1.0,Ambient,200.0
161893,The Derma Co. Micro-Tip Salicylic Acid Patches,The Derma Co,Beauty and Grooming,Face and Lip Care,Face Care,Box,NULL,Ambient,319.0
232713,Nisha Henna Based Hair Color Original Black, Ammonia Free Powder Hair Colour,Nisha,Beauty and Grooming,Hair Colour,Creme Hair Colour,Pouch,1.0,Ambient,15.0
925844,Plush LoveOil | Nourishing Body Massage Oil | Calming Aroma,Plush,Bath Body and Hair,Body Lotion,Body Oils,Bottle,1.0,Ambient,599.0
123350,MAC Studio Fix Fluid SPF 15 Foundation - NC42,MAC,Makeup,Face Makeup,Foundation,NULL,NULL,Ambient,4000.0
234829,Naturali Anti-Hairfall Scalp Serum Rosemary, Ginseng & Redensyl,Naturali,Bath Body and Hair,Hair Oil and Serum,Hair Serum,Bottle,1.0,Ambient,699.0
48859,Biotique Sun Shield Sandalwood 50+Spf Sunscreen Lotion,Biotique,Bath Body and Hair,Face Cream,Sunscreen,Pack,1.0,Ambient,325.0
352818,NEUTRIDERM Foaming Cleanser,NEUTRIDERM,Beauty and Grooming,Face Makeup,Cleansers and Toners,Box,1.0,Ambient,950.0
528131,Sanfe Instant Stick On Nails - Cocoa Moca | 24 Reusable Artificial Fake Nails, Light, Salon Look,Sanfe,Makeup,Nail Paints and Accessories,Stick-on Nails,Pack,1.0,Ambient,349.0
73114,FACES CANADA Ultime Pro Splash Nail Enamel - Pink Rouge 103 (8ml)Glossy | Quick Drying,FACES CANADA,Makeup,Nail Paints and Accessories,Nail Polish,Pack,1.0,Ambient,129.0
129671,Pilgrim Glow & Care Kit Hair Mask ,Face Wash ,Face Serum, Moisturizer ,Sunscreen, Shampoo,Pilgrim,Bath Body and Hair,Gift Packs,Personal Care Gift,NULL,NULL,Ambient,1500.0
648390,Bold Care Sparkle 4" Bullet Targeted Electric Rechargeable Waterproof Massager,Bold Care,Hygiene and Wellness,Sexual Wellness,Sexual Enhancers,Box,1.0,Ambient,1405.0
811325,Zlade HyperGlide3 Advanced Shaving System for Men,Zlade,Beauty and Grooming,Hair Removal,Razor,NULL,NULL,Ambient,525.0
34530,Bella Vita Luxury Honey Oud Eau De Parfum Unisex Perfume For Men & Women,Bella Vita Luxury,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Bottle,1.0,Ambient,999.0
542860,Laneige Glaze Craze Tinted Lip Serum Cinnamon Sugar,Laneige,Beauty and Grooming,Face and Lip Care,Lip Balm,NULL,NULL,Ambient,1150.0
476261,Ugees Undergarment Liquid Wash,Ugees,Hygiene and Wellness,Feminine Hygiene,Intimate Wipes and Wash,Bottle,1.0,Ambient,255.0
75525,Pilgrim 24K Gold Face Mask For Glowing Skin,Pilgrim,Beauty and Grooming,Face and Lip Care,Face Care,Pack,1.0,Ambient,595.0
940434,Keya Seth Aromatherapy (Fresh_Look_Alovera_100)Fresh Look Aloe Vera Face Wash, With Lemon Essential Oil, Mild Hydrating, Moisturizing, Foaming, All Skin Types,Keya Seth Aromatherapy,Beauty and Grooming,Face Cream,Cleansers and Toners,NULL,1.0,Ambient,210.0
463242,Bold Care Mutual Pleasure Climax Delay Long Last Dotted Ribbed Condoms,Bold Care,Hygiene and Wellness,Sexual Wellness,Condoms,NULL,1.0,Ambient,798.0
503862,TNW The Natural Wash Sunscreen Wipes For Removing Dirt & Oil,TNW The Natural Wash,Beauty and Grooming,Face and Lip Care,Face Care,NULL,NULL,Ambient,250.0
517311,Gubb Lip Scrubber (Set Of 2),Gubb,Beauty and Grooming,Face and Lip Care,Lip Scrubs,Box,1.0,Ambient,395.0
767609,WomanLikeU Stick on Bra with Band (D),WomanLikeU,Beauty and Grooming,Grooming Accessories,Bra Accessories,Box,NULL,Ambient,999.0
565476,Tonymoly Ceramide Mochi Toner,Tonymoly,Beauty and Grooming,Face Makeup,Cleansers and Toners,Bottle,1.0,Ambient,575.0
195403,Biotique Green Apple Shine & Gloss Shampoo & Conditioner,Biotique,Bath Body and Hair,Shampoo and Conditioner,Shampoo,Bottle,1.0,Ambient,575.0
230623,Biore Men Nose Deep Cleansing Pore Pack Black Strip,Biore Men,Beauty and Grooming,Face and Lip Care,Face Care,Pack,1.0,Ambient,350.0
796719,Anomaly Clarifying Shampoo For Deep Cleanse With Charcoal & Eucalyptus,Anomaly,Bath Body and Hair,Shampoo and Conditioner,Shampoo,Bottle,1.0,Ambient,850.0
396645,Veet Face Wax Strip,Veet,Beauty and Grooming,Hair Removal,Wax Strips,NULL,NULL,Ambient,79.0
102258,The Face Shop White Seed Brightening Lotion,The Face Shop,Bath Body and Hair,Body Lotion,Moisturising Lotion,Bottle,NULL,Ambient,779.0
87405,VI-JOHN Feather Touch Rose & Aloevera Hair Removal Spray For Women,VJ-JOHN,Beauty and Grooming,Hair Removal,Hair Removal Spray,Bottle,1.0,Ambient,599.0
41429,Love Beauty & Planet Argan Oil & Lavender Sulfate Free Anti-Frizz Conditioner,Love Beauty & Planet,Bath Body and Hair,Shampoo and Conditioner,Conditioner,Pack,1.0,Ambient,700.0
75346,Aqualogica Glow+Infused tinted Sunscreen Papaya & Vitamin C - SPF 50+ PA++++,Aqualogica,Bath Body and Hair,Face Cream,Sunscreen,Pack,1.0,Ambient,899.0
644246,Fixderma Dewrav Acne Control and Oil Free Face Moisturizer with Niacinamide and Glycolic Acid,Fixderma,Bath Body and Hair,Face Cream,Moisturising Cream,NULL,NULL,Ambient,350.0
429531,MIRABELLE KOREA Gold - Colla Hydrogel Mask,MIRABELLE KOREA,Beauty and Grooming,Face and Lip Care,Face Care,NULL,1.0,Ambient,599.0
2285,Nivea Men Cool Kick Shower Gel,Nivea,Bath Body and Hair,Shower Gel,Men Shower Gel,Bottle,1.0,Ambient,249.0
329853,Nivea Soft Daily UV Light Moisturising Cream with SPF-15,Nivea,Beauty and Grooming,Beauty Accessories,Moisturising Cream,NULL,1.0,Ambient,325.0
535446,Gillette Pro Shaving Gel Aqua Hydrating With Shea Butter,Gillette,Beauty and Grooming,Shaving Needs,Shaving Foam,Pack,1.0,Ambient,425.0
882352,Pantene Hair Science 2 in 1 Deep Repair Shampoo + Conditioner,Pantene,Bath Body and Hair,Shampoo and Conditioner,Shampoo,Bottle,1.0,Ambient,210.0
402169,Saboo Thailand Bath Bomb Powder Pineapple,Saboo,Bath Body and Hair,Shower Gel,Body Wash,Pack,1.0,Ambient,750.0
478302,mCaffeine Sweet Escape Perfume Body Lotion With Niacinamide & Cocoa Butter,mCaffeine,Bath Body and Hair,Body Lotion,Body Butter,Dispenser,1.0,Ambient,499.0
778262,JOY Hello Sun SunBlock & Anti-tan Lotion SPF20 ver 2,JOY,Bath Body and Hair,Face Cream,Sunscreen,Bottle,1.0,Ambient,380.0
174644,Healthaid Sunscream Spf,HEALTHAID,Bath Body and Hair,Body Lotion,SPF Lotion,Box,NULL,Ambient,649.0
682123,Arata Matte Styling Hair Cream (Strong Hold) 100ml,Arata,Beauty and Grooming,Mens Grooming,Hair Styling,Jar,NULL,Ambient,599.0
380249,Revlon Top Speed Hair Color With Outrageous Conditioner-Dark Brown 65,Revlon,Beauty and Grooming,Hair Colour,Hair Colour,Box,NULL,Ambient,899.0
512958,Pilgrim Greek God Perfume For Men (Eau De Parfum) With Smoky Cedarwood & Sandalwood Long Lasting Perfume For Men,Pilgrim,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,NULL,NULL,Ambient,1195.0
73676,L'Oreal Paris Excellence Hair Color Small Pack No 1 Natural Black,L'Oreal Paris,Beauty and Grooming,Hair Colour,Creme Hair Colour,Pack,1.0,Ambient,299.0
423163,Durex Extra Time Condoms And Air Condoms For Men,Durex,Hygiene and Wellness,Sexual Wellness,Condoms,NULL,1.0,Ambient,459.0
977568,Dyna Rose Extracts & Milk Cream Soap,Dyna,Bath Body and Hair,Soap,Herbal Soap,NULL,NULL,Ambient,129.0
499346,Shryoan Smil-y Glossy Nail Enamel With Enhanced Colors | Long Lasting | Shade - 54,SHRYOAN,Makeup,Nail Paints and Accessories,Nail Polish,NULL,NULL,Ambient,99.0
728754,PLIX Pineapple Smooth Skin Juicy Body Wash,PLIX,Bath Body and Hair,Shower Gel,Brightening Shower Gel,Pack,1.0,Ambient,400.0
76271,Schwarzkopf Simply Colour 4.68 Chestnut Brown,Schwarzkopf,Beauty and Grooming,Hair Colour,Creme Hair Colour,Box,1.0,Ambient,799.0
49751,Arata Hydrating Shampoo,Arata,Bath Body and Hair,Shampoo and Conditioner,Shampoo,Pack,1.0,Ambient,699.0
811240,RENEE Stay With Me Matte Lip Color - Desire For Brown,RENEE,Makeup,Lip Makeup,Lipsticks,NULL,NULL,Ambient,599.0
678845,PINQ POLKA Reusable Nipple Cover (Nude - 8cm) (2 Pcs),PINQ POLKA,Beauty and Grooming,Grooming Accessories,Bra Accessories,Pack,1.0,Ambient,799.0
796107,FACES CANADA Swipe & Shine Nail Polish Remover Wipes - Lemon| Quick & Effortless,FACES CANADA,Makeup,Nail Paints and Accessories,Nail Polish Remover,NULL,NULL,Ambient,99.0
322526,EM5 Nomade Cologne Solid Perfume For Men, Alcohol Free & Travel Friendly,EM5,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Box,1.0,Ambient,799.0
755248,TNW The Natural Wash Vitamin C Face Toner for Improve Skin Texture with Niacinamide,TNW The Natural Wash,Beauty and Grooming,Face Makeup,Cleansers and Toners,NULL,NULL,Ambient,349.0
869319,Ajmal Artisan Leather Noir EDP – Luxury Long-Lasting Perfume for Men,Ajmal,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,NULL,NULL,Ambient,899.0
269053,JOY Skin Fruits Activated Charcoal Face Wash,JOY,Bath Body and Hair,Face Wash and Scrub,Face Wash,Tube,1.0,Ambient,265.0
806263,Nature's Essence Lacto Tan Clear Detan Face Pack,Dermatologically Tested,Nature's Essence,Beauty and Grooming,Face Cream,Face Care,NULL,NULL,Ambient,175.0
429105,Aqualogica Refresh+ Perfume Body Mist - Dewy Floral Kiss,Aqualogica,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,NULL,NULL,Ambient,499.0
965850,Lux Rose & Aloevera Gel Body Scrub,Lux,Bath Body and Hair,Shower Gel,Body Scrub,Jar,1.0,Ambient,500.0
32096,Whisper Bindazzz Nights 10 XXXl Sanitary Pads, Upto 0% Leaks All Night Long,Whisper,Hygiene and Wellness,Feminine Hygiene,Sanitary Pads,Pouch,1.0,Ambient,350.0
350136,Havintha Natural Face and Body Wash Powder for Dry Skin Types,Havintha,Bath Body and Hair,Face Wash and Scrub,Face Wash,Pouch,1.0,Ambient,299.0
446188,Biotique Rose Pore Tightening Toner With Himalayan Waters For All Skin Type,Biotique,Beauty and Grooming,Face and Lip Care,Face Care,NULL,1.0,Ambient,220.0
820026,EM5 Opium Perfume EDP Spray For Women | Vanilla Coffee White Floral Fragrance | Travel Friendly,EM5,Bath Body and Hair,Perfumes, Deos and Talc,Roll Ons,Bottle,1.0,Ambient,799.0
13947,Everyuth Naturals Moisturizing Fruit Face Wash,Everyuth,Bath Body and Hair,Face Wash and Scrub,Face Wash,Tube,1.0,Ambient,225.0
19075,Plum BodyLovin Shower Gel - Hawaiian Rumba,Plum,Bath Body and Hair,Shower Gel,Fragrance Shower Gel,Dispenser,1.0,Ambient,760.0
493004,Banderas Her Secret Absolu Deodorant Spray,Banderas,Bath Body and Hair,Perfumes, Deos and Talc,Deos,Bottle,1.0,Ambient,690.0
32094,Park Avenue Cool Blue Premium Bath Soap with Menthol & Multi -Mineral Energizers,Park Avenue,Bath Body and Hair,Soap,Men Soap,Box,1.0,Ambient,260.0
488762,Dr Batra's Pro+ Hair Growth Serum,Dr Batra's,Bath Body and Hair,Hair Oil and Serum,Hair Serum,Box,1.0,Ambient,699.0
936121,Personal Touch Skincare Aquarize Toner + Mist (Hyaluranic Acid, Intense Hydration, All Skin Type),Personal Touch Skincare,Beauty and Grooming,Face and Lip Care,Face Care,Bottle,1.0,Ambient,899.0
481400,INGLOT Playinn Iconic Gel,INGLOT,Makeup,Nail Paints and Accessories,Nail Polish,Box,1.0,Ambient,1900.0
908207,The Derma Co 1% Kojic Acid Face Wash with Niacinamide Reduces Dark Spots, Pigmentation & Blemishes,The Derma Co,Bath Body and Hair,Face Wash and Scrub,Face Wash,Tube,1.0,Ambient,299.0
911494,SUROSKIE Zahr Perfume Wonderlust Infusion| Luxury Long Lasting Unisex Eau De Parfum | Woody, Oud & Rose Notes | Premium Gift,SUROSKIE,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,NULL,NULL,Ambient,2499.0
