ITEM_ID,ITEM_NAME,BRAND,L1_CATEGORY,L2_CATEGORY,L3_CATEGORY,COMPANY,SUPPLY_TYPE,SEGMENT,TAX_RATE
655667,"Maybelline New York Colossal Matte Pencil Kajal, Smudgeproof , Black,0.35g",Maybelline,Makeup,Eye Makeup,Kajal,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
811240,Renee Stay With Me Matte Lip Color - Desire For Brown,Renee,Makeup,Lip Makeup,Lipsticks,Renee Cosmetics,WH - Ambient,KnS,18
853973,Beardo Godfather Perfume For Men Premium Long Lasting | Aromatic & Spicy Scent,Beardo,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Zed Lifestyle Private Limited,WH - Ambient,KnS,18
873286,"Beardo Legend Perfume For Men Intense Fresh,Musky, Woody| Strong Long Lasting Edp",Beardo,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Zed Lifestyle Private Limited,WH - Ambient,KnS,18
591355,Meglow Beauty Soap With Vitamin C & Shea Butter For Radiant & Nourished Skin (Set Of 2),Meglow,Bath Body And Hair,Soap,Soaps,Buymax Consumer Products Private Limited,WH - Ambient,KnS,5
789250,Boots Hyalurinic Sheet Mask,Boots,Beauty And Grooming,Face And Lip Care,Face Care,Food Square,WH - Ambient,KnS,5
545064,"Dot & Key Blueberry Hydrate Barrier Repair Sunscreen Spf 50+, Pa++++",Dot & Key,Bath Body And Hair,Face Cream,Sunscreen,Dot & Key Wellness Private Limited,WH - Ambient,KnS,18
696395,Blur India Smells Like Breakfast In Bed | Combo Of 2 Eau De Parfum | Vanilla Melts + Cookie Crumble,Blur India,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Blurcosmetics Private Limited,WH - Ambient,KnS,18
755868,Blur India Smells Like Breakfast In Bed | Combo Of 3 Eau De Parfum | Vanilla Melts + Cookie Crumble + Coffee Cake,Blur India,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Blurcosmetics Private Limited,WH - Ambient,KnS,18
771562,"Indē Wild Champi Bond Repair Conditioner - Hydrating, Frizz Control & Anti Breakage Formula",Indē Wild,Bath Body And Hair,Shampoo And Conditioner,Conditioner,Inde Wild Private Limited,WH - Ambient,KnS,18
405570,"Indē Wild Champi Bond Repair Shampoo - Strengthening, Hairfall Control & Scalp Cleanser",Indē Wild,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Inde Wild Private Limited,WH - Ambient,KnS,5
861333,Alite Anti-Acne Charcoal Facewash With Aloe Vera & Meadowsweet Extract | Paraben-Free,Alite,Beauty And Grooming,Face Wash And Scrub,Face Wash,Buymax Consumer Products Private Limited,WH - Ambient,KnS,18
705469,Clinsol Anti-Acne Charcoal Facewash With Aloe Vera & Meadowsweet Extract | Paraben-Free,Clinsol,Beauty And Grooming,Face Wash And Scrub,Face Wash,Buymax Consumer Products Private Limited,WH - Ambient,KnS,18
264514,Asta Berry Ikin Skin Brightening Hair Removal Creme,Asta Berry,Beauty And Grooming,Hair Removal,Hair Removal Cream,Cipla Health Ltd,WH - Ambient,KnS,5
733818,Skore Skin Fit Ultra Thin Condom,Skore,Hygiene And Wellness,Sexual Wellness,Condoms,Ttk Healthcare Limited,WH - Ambient,KnS,0
892663,Skore Hush Dotted & Ribbed Climax Delay Condom With Carry Case,Skore,Hygiene And Wellness,Sexual Wellness,Condoms,Ttk Healthcare Limited,WH - Ambient,KnS,0
392629,Nua Mywave Xl Sanitary Pads,Nua,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Lagom Labs Private Limited,WH - Ambient,KnS,5
470515,Nua All Night Comfort 400mm Xxxl,Nua,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Lagom Labs Private Limited,WH - Ambient,KnS,5
526260,I-Activ Ultra Thin Sanitary Pads For Women Xl  Anti-Rash Anti-Bacterial Cottony Soft Sanitary Napkins | No Nasties | Upto 12 Hours Heavy Flow Leak Protection | Soft Hydrophobic Wings,I-Activ,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Piramal Enterprises Limited,WH - Ambient,KnS,0
217149,I-Activ  Ultra Thin Sanitary Pads For Women Xxl Anti-Rash Anti-Bacterial Cottony Soft Sanitary Napkins | No Nasties | Upto 12 Hours Heavy Flow Leak Protection | Soft Hydrophobic Wings,I-Activ,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Piramal Enterprises Limited,WH - Ambient,KnS,0
629214,Relispray Ice Spray | Ayurvedic Spray | With Power Of Pudinah & Aloe Vera Gel,Relispray,Hygiene And Wellness,Wound Care And Pain Relief,Pain Relief,‎midascare Pharmaceuticals Pvt. Ltd.,WH - Ambient,KnS,5
564031,Relispray Ice Spray | Ayurvedic Spray | With Power Of Pudinah & Aloe Vera Gel,Relispray,Hygiene And Wellness,Wound Care And Pain Relief,Pain Relief,‎midascare Pharmaceuticals Pvt. Ltd.,WH - Ambient,KnS,5
114818,Relispray Cramp Pain Relief Spray | Ayurvedic Cramp Spray,Relispray,Hygiene And Wellness,Wound Care And Pain Relief,Pain Relief,‎midascare Pharmaceuticals Pvt. Ltd.,WH - Ambient,KnS,5
739892,Plush Swipe 2-In-1 Multi Lock Face And Brow Razor With Safety Lock,Plush,Hygiene And Wellness,Feminine Hygiene,Hair Removal,Urban Essentials India Pvt Ltd,WH - Ambient,KnS,18
630394,"Foxtale Nourishing Ceramide Face Moisturizer,50ml",Foxtale,Bath Body And Hair,Face Cream,Moisturising Cream,Foxtale Consumer Pvt Ltd Shivashray Enterprise,WH - Ambient,KnS,18
614336,"Foxtale 4% Vit C + Niacinamide Glow Moisturizer,50ml",Foxtale,Bath Body And Hair,Face Cream,Moisturising Cream,Foxtale Consumer Pvt Ltd Shivashray Enterprise,WH - Ambient,KnS,18
787097,Newish 100% Natural Glycerine For Skin Moisturising & Beauty Care,Newish,Bath Body And Hair,Body Lotion,Skin Creams And Lotions,Baby & Mom Retail Private Limited,WH - Ambient,KnS,5
497195,Newish Cold Pressed Jojoba Oil For Skin & Hair,Newish,Bath Body And Hair,Hair Oil And Serum,Other Hair Oil,Baby & Mom Retail Private Limited,WH - Ambient,KnS,5
465910,Dear Diary Lollipop Book Set By Dear Diary For Women -Mini Gift Set,Dear Diary,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Dear Diary Private Limited,WH - Ambient,KnS,5
536079,Dear Diary Irreplaceable By Dear Diary For Women - Edp Spray,Dear Diary,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Dear Diary Private Limited,WH - Ambient,KnS,5
458106,Dear Diary Controversial By Dear Diary For Women -Edp Spray,Dear Diary,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Dear Diary Private Limited,WH - Ambient,KnS,5
565551,Dear Diary National Crush By Dear Diary For Women -Edp Spray,Dear Diary,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Dear Diary Private Limited,WH - Ambient,KnS,5
268575,"Asaya Tone Restore Cream For Dark Knees, Elbows & Neck With Melame™ Complex, Kojic Acid, Ahas & Urea For Men & Women",Asaya,Bath Body And Hair,Body Lotion,Skin Creams And Lotions,Wellspring Consumer Pvt. Ltd,WH - Ambient,KnS,5
351879,Newish Pure Rosemary Oil For Hair Growth & Skin | Therapeutic Grade Aromatherapy & Diffuser Oil,Newish,Bath Body And Hair,Hair Oil And Serum,Other Hair Oil,Baby & Mom Retail Private Limited,WH - Ambient,KnS,5
720675,"Wishcare Multi Peptide Anti Hairfall Shampoo,50ml & Multi Peptide Anti Hairfall Conditioner,40ml & Hair Growth Serum Concentrate,20ml",Wishcare,Bath Body And Hair,Shampoo And Conditioner,Conditioner,Rabiko Lifestyle Pvt Limited,WH - Ambient,KnS,5
511681,"Wishcare Multi Peptide Anti Hairfall Shampoo,50ml & Multi Peptide Anti Hairfall Conditioner,40ml",Wishcare,Bath Body And Hair,Shampoo And Conditioner,Conditioner,Rabiko Lifestyle Pvt Limited,WH - Ambient,KnS,5
659029,"Maybelline New York Colossal Bold Liner - Black, Smudge-Proof And Water-Proof,3g",Maybelline,Makeup,Eye Makeup,Eyeliner,L'oreal India Pvt Ltd,WH - Ambient,KnS,5
316144,"Dot & Key Sunscreen Spf 50 Pa+++ With Vitamin C + E,30g",Dot & Key,Beauty And Grooming,Body Lotion,Sunscreen,Dot & Key Wellness Private Limited,WH - Ambient,KnS,18
976299,"Dot & Key Watermelon Hyaluronic Cooling Sunscreen Spf 50 Pa+++,30g",Dot & Key,Beauty And Grooming,Body Lotion,Sunscreen,Dot & Key Wellness Private Limited,WH - Ambient,KnS,18
353382,Plum cerasense Milky Toner With Ceramides & Peptides For Barrier Repair,Plum,Beauty And Grooming,Face Makeup,Cleansers And Toners,Pureplay Skin Sciences (India) Pvt. Ltd.,WH - Ambient,KnS,5
478244,"Garnier Skin Naturals Face Serum,15ml & Men Face Wash,100g & Super Uv Cooling Water Gel Sunscreen,30ml",Garnier,Beauty And Grooming,Face And Lip Care,Face Care,L'oreal India Pvt Ltd,WH - Ambient,KnS,5
251208,Cerave Hydrating Cleanser For Normal To Dry Skin With 3 Essential Ceramides & Hyaluronic Acid,Cerave,Beauty And Grooming,Face Makeup,Cleansers And Toners,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
936091,Cerave Hydrating Cleanser For Normal To Dry Skin With 3 Essential Ceramides & Hyaluronic Acid,Cerave,Beauty And Grooming,Face Makeup,Cleansers And Toners,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
604440,"Cerave Foaming Cleanser For Normal To Oily Skin With 3 Essential Ceramides,Niacinamide & Hyaluronic Acid",Cerave,Beauty And Grooming,Face Makeup,Cleansers And Toners,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
846426,"Cerave Foaming Cleanser For Normal To Oily Skin With 3 Essential Ceramides,Niacinamide & Hyaluronic Acid",Cerave,Beauty And Grooming,Face Makeup,Cleansers And Toners,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
706481,Clean And Dry Toilet Seat Sanitizer Spray - Mint,Clean And Dry,Hygiene And Wellness,Hand Wash And Sanitizer,Sanitary Napkins And Tampons,Midascare Pharmaceutical Pvt. Ltd.,WH - Ambient,KnS,18
918709,Lifree Super Extra Absorb Pants - Unisex Adult Diaper | Medium,Lifree,Hygiene And Wellness,Basic Pharma,Adult Diaper,Unicharm India Pvt. Ltd.,WH - Ambient,KnS,5
331435,Lifree Super Extra Absorb Pants - Unisex Adult Diaper | Large,Lifree,Hygiene And Wellness,Basic Pharma,Adult Diaper,Unicharm India Pvt. Ltd.,WH - Ambient,KnS,5
864657,Climax Long Last Non Transferable Delay Spray 10g For Men,Climax,Hygiene And Wellness,Sexual Wellness,Sexual Enhancers,Midascare Pharmaceuticals Pvt Ltd,WH - Ambient,KnS,5
978196,Climax Long Last Non Transferable Delay Spray 12g For Men,Climax,Hygiene And Wellness,Sexual Wellness,Sexual Enhancers,Midascare Pharmaceuticals Pvt Ltd,WH - Ambient,KnS,5
820253,"Dot & Key Cica Niacinamide Face Sunscreen Spf 50+++,50g",Dot & Key,Bath Body And Hair,Face Cream,Sunscreen,Dot & Key Wellness Private Limited,WH - Ambient,KnS,18
396651,"Dot & Key Blueberry Hydrate Barrier Repair Sunscreen Spf 50+, Pa++++,50g",Dot & Key,Bath Body And Hair,Face Cream,Sunscreen,Dot & Key Wellness Private Limited,WH - Ambient,KnS,18
419989,"Dot & Key Barrier Repair + Hydrating Gentle Face Wash,100g",Dot & Key,Bath Body And Hair,Face Wash And Scrub,Face Wash,Dot & Key Wellness Private Limited,WH - Ambient,KnS,18
513121,"Dot & Key Watermelon Super Glow Face Wash Vitamin C & Cucumber (Packaging Might Vary),100ml",Dot & Key,Bath Body And Hair,Face Wash And Scrub,Face Wash,Dot & Key Wellness Private Limited,WH - Ambient,KnS,18
179660,"Dot & Key Watermelon Hyaluronic Sunscreen Spf 50+++,50g",Dot & Key,Bath Body And Hair,Face Cream,Sunscreen,Dot & Key Wellness Private Limited,WH - Ambient,KnS,18
871854,"Dot & Key Vitamin C + E Super Bright Sunscreen (Spf 50 Pa+++),50g",Dot & Key,Bath Body And Hair,Face Cream,Sunscreen,Dot & Key Wellness Private Limited,WH - Ambient,KnS,18
521558,"L'oreal Paris Moisture Filling Shampoo,650ml & Moisture Sealing Conditioner,180ml",L'oreal Paris,Bath Body And Hair,Shampoo And Conditioner,Shampoo,L'oreal India Pvt Ltd,WH - Ambient,KnS,5
827499,Pond's Hydra Gentle Gel Face Wash With Cera- Hyamino,Pond's,Bath Body And Hair,Face Wash And Scrub,Face Wash,Hindustan Unilever Limited,WH - Ambient,KnS,18
354916,"L'oreal Paris Glycolic Gloss Conditioner,175ml & Glycolic Gloss Shampoo,340ml",L'oreal Paris,Bath Body And Hair,Shampoo And Conditioner,Conditioner,L'oreal India Pvt Ltd,WH - Ambient,KnS,5
662972,"Dot & Key Cica Calming Face Wash Salicylic & Green Tea,100ml",Dot & Key,Bath Body And Hair,Face Wash And Scrub,Face Wash,Dot & Key Wellness Private Limited,WH - Ambient,KnS,5
731501,"Dot & Key Mango Detan Gel Face Wash,100ml",Dot & Key,Bath Body And Hair,Face Wash And Scrub,Face Wash,Dot & Key Wellness Private Limited,WH - Ambient,KnS,5
335165,"Dot & Key Vitamin C+E Gel Facewash,100ml",Dot & Key,Bath Body And Hair,Face Wash And Scrub,Face Wash,Dot & Key Wellness Private Limited,WH - Ambient,KnS,5
582765,"Dot & Key Mango Detan Gel Sunscreen,50g",Dot & Key,Bath Body And Hair,Face Cream,Sunscreen,Dot & Key Wellness Private Limited,WH - Ambient,KnS,5
313309,Skinn By Titan Classic Men Verge,Skinn By Titan,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Titan Company Limited,WH - Ambient,KnS,18
102501,"L'oreal Paris Glycolic Gloss Conditioner,175ml & Glycolic Gloss Shampoo,650ml",L'oreal Paris,Bath Body And Hair,Shampoo And Conditioner,Conditioner,L'oreal India Pvt Ltd,WH - Ambient,KnS,5
131756,"L'oreal Paris Extraordinary Oil Nourishing Conditioner,180ml & Oil Nourishing Shampoo,650ml",L'oreal Paris,Bath Body And Hair,Shampoo And Conditioner,Conditioner,L'oreal India Pvt Ltd,WH - Ambient,KnS,5
219579,"L'oreal Paris Extraordinary Oil Nourishing Conditioner For Dry & Dull Hair, 180ml",L'oreal Paris,Bath Body And Hair,Shampoo And Conditioner,Conditioner,L'oreal India Pvt Ltd,WH - Ambient,KnS,5
855365,"Tresemme Hydra Matrix Treatment Mask | Polyglutamic Acid For 100h Hydrated Fluid Hair, Paraben Free",Tresemme,Bath Body And Hair,Shampoo And Conditioner,Hair Mask,Hindustan Unilever Limited,WH - Ambient,KnS,18
237102,"Tresemme Hydra Matrix Shampoo | Polyglutamic Acid For 100h Of Hydrated, Fluid Hair, Paraben Free",Tresemme,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Hindustan Unilever Limited,WH - Ambient,KnS,5
355666,"Indē Wild Champi Slick Stick With Champi Oil Concentrate™ For Sleek, Strong And Frizz-Free Hair",Indē Wild,Bath Body And Hair,Hair Oil And Serum,Hair Serum,Inde Wild Private Limited,WH - Ambient,KnS,18
437925,"Garnier Skin Naturals Bright Complete Face Serum Sheet Mask Yellow, 28g",Garnier,Beauty And Grooming,Face And Lip Care,Face Care,L'oreal India Pvt Ltd,WH - Ambient,KnS,5
463480,"Garnier Skin Naturals Charcoal Face Serum Sheet Mask Black, 28g",Garnier,Beauty And Grooming,Face And Lip Care,Face Care,L'oreal India Pvt Ltd,WH - Ambient,KnS,5
634350,"Garnier Naturals Hair Color (Natural Black), 70ml",Garnier,Beauty And Grooming,Hair Colour,Creme Hair Colour,L'oreal India Pvt Ltd,WH - Ambient,KnS,5
912136,"Garnier Color Naturals Creme Hair Colour Shade 4 Brown, 130g",Garnier,Beauty And Grooming,Hair Colour,Creme Hair Colour,L'oreal India Pvt Ltd,WH - Ambient,KnS,5
425173,"Garnier Super Uv Cooling Water Gel Sunscreen, 30ml",Garnier,Beauty And Grooming,Body Lotion,Sunscreen,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
262461,"Garnier Super Uv Cooling Water Gel Sunscreen, 60ml",Garnier,Beauty And Grooming,Body Lotion,Sunscreen,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
942891,"Nature's Essence Glowing Gold++ Facial Kit For Bright & Glowing Skin, Free G-Lock Cream",Nature's Essence,Beauty And Grooming,Face And Lip Care,Face Care,Esme Consumer Pvt. Ltd.,WH - Ambient,KnS,18
958545,"Nature's Essence Rose Moisturiser, Lightweight Formula",Nature's Essence,Beauty And Grooming,Beauty Accessories,Moisturising Cream,Esme Consumer Pvt. Ltd.,WH - Ambient,KnS,18
175097,Typsy Beauty Cocoa Peptide Velvet Lipstick (Pink Praline Medium 02),Typsy Beauty,Beauty And Grooming,Lip Makeup,Lipstick And Gloss,Typsy Beauty Procurement Services Private Limited,WH - Ambient,KnS,18
180584,Typsy Beauty Cocoa Peptide Velvet Lipstick (Mocha Mauve Medium 05),Typsy Beauty,Beauty And Grooming,Lip Makeup,Lipstick And Gloss,Typsy Beauty Procurement Services Private Limited,WH - Ambient,KnS,18
159879,Typsy Beauty Cocoa Peptide Velvet Lipstick (Pink Praline Deep 03),Typsy Beauty,Beauty And Grooming,Lip Makeup,Lipstick And Gloss,Typsy Beauty Procurement Services Private Limited,WH - Ambient,KnS,18
667836,Typsy Beauty Cocoa Peptide Lipstick (Mocha Mauve Deep 08),Typsy Beauty,Beauty And Grooming,Lip Makeup,Lipstick And Gloss,Typsy Beauty Procurement Services Private Limited,WH - Ambient,KnS,18
825807,Typsy Beauty Tinted Lip Balm (Caramel Toffee),Typsy Beauty,Beauty And Grooming,Face And Lip Care,Lip Balm,Typsy Beauty Procurement Services Private Limited,WH - Ambient,KnS,18
158253,"Garnier Skin Naturals, Face Serum, Brightening And Anti-Dark Spots, Bright Complete Vitamin C Booster, 15ml",Garnier,Beauty And Grooming,Face And Lip Care,Face Care,L'oreal India Pvt Ltd,WH - Ambient,KnS,5
166195,"Garnier Color Naturals Creme Hair Color, Shade 3 Darkest Brown Box, 105.6g",Garnier,Beauty And Grooming,Hair Colour,Creme Hair Colour,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
840218,"Garnier Color Naturals Creme Hair Color, Shade 3.16 Burgundy Box, 105.6g",Garnier,Beauty And Grooming,Hair Colour,Creme Hair Colour,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
808405,Qibox Waterproof Soft Pleasure Men Massager ( Blue ),Qibox,Hygiene And Wellness,Sexual Wellness,Sexual Wellness Kit,Shftx Tech Pvt Ltd,WH - Ambient,KnS,5
459429,Qibox Waterproof Soft Pleasure Men Massager ( Pink ),Qibox,Hygiene And Wellness,Sexual Wellness,Sexual Wellness Kit,Shftx Tech Pvt Ltd,WH - Ambient,KnS,5
126380,Sofy Women Anti Bacteria Night Xxxl+  Sanitary Pads |Night Protection|Wider Hip Guard| Deep Absorption | Herbal Sheild | Hygiene & Herbs | Xxxl+,Sofy,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Unicharm India Pvt. Ltd.,WH - Ambient,KnS,5
230768,Listerine Cool Mint Mouthwash,Listerine,Hygiene And Wellness,Oral Care,Mouthwash And Mouth Sprays,Jntl,WH - Ambient,KnS,5
104734,Renee Insta Touch Nail Paints,Renee,Makeup,Nail Paints And Accessories,Nail Polish,Renee Cosmetics,WH - Ambient,KnS,5
420393,Deko Back Scrubber 9r Aqua Blue,Deko,Bath Body And Hair,Scrubs And Sponges,Body Scrub,Yash Trading Co,WH - Ambient,KnS,18
810093,Etude Dear.D.Watertint 01 Strawberry,Etude,Makeup,Lip Makeup,Lip Tint,Innisfree Cosmetics India Private Limited,WH - Ambient,KnS,18
122530,"Etude Dear Darling Water Gel Luminous Lip & Cheek Tint|Shade-04, Red Grapefruit Ade",Etude,Makeup,Lip Makeup,Lip Tint,Innisfree Cosmetics India Private Limited,WH - Ambient,KnS,18
543919,Etude Dear.D.Watertint 02 Cherry,Etude,Makeup,Lip Makeup,Lip Tint,Innisfree Cosmetics India Private Limited,WH - Ambient,KnS,18
815384,Laneige Lip Sleeping Mask Mini Duo,Laneige,Bath Body And Hair,Body Lotion,Skin Creams And Lotions,Innisfree Cosmetics India Private Limited,WH - Ambient,KnS,18
529558,L’oréal Paris Hyaluron Pure 72h Purifying Shampoo For Fresh Scalp & Hydrated Hair,L'oreal Paris,Bath Body And Hair,Shampoo And Conditioner,Shampoo,L'oreal India Pvt Ltd,WH - Ambient,KnS,5
844653,Minimalist Anti-Frizz Spf 30 Mini Hair Serum,Minimalist,Bath Body And Hair,Hair Oil And Serum,Hair Serum,Uprising Science Private Limited,WH - Ambient,KnS,18
460960,Minimalist Maleic Bond Repair Complex 05% Mask,Minimalist,Bath Body And Hair,Hair Oil And Serum,Hair Mask,Uprising Science Private Limited,WH - Ambient,KnS,18
914067,Minimalist Maleic Bond Repair Complex 5% Serum,Minimalist,Bath Body And Hair,Hair Oil And Serum,Hair Serum,Uprising Science Private Limited,WH - Ambient,KnS,5
505615,Minimalist Anti-Dandruff Shampoo 3.5%,Minimalist,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Uprising Science Private Limited,WH - Ambient,KnS,5
710021,Axe Premium Luxury Perfumes Aqua Bergamot Edp,Axe,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Unilever International,WH - Ambient,KnS,18
459427,Axe Premium Luxury Perfume Gift Set  Edp,Axe,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Unilever International,WH - Ambient,KnS,18
196699,Axe Premium Luxury Perfumes Black Cherry Edp,Axe,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Unilever International,WH - Ambient,KnS,18
905485,Axe Premium Luxury Perfumes Blue Lavender Edp,Axe,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Unilever International,WH - Ambient,KnS,18
877508,Axe Premium Luxury Perfumes Midnight Oak Edp,Axe,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Unilever International,WH - Ambient,KnS,18
620768,Axe Premium Luxury Perfumes Cocoa Gold Edp,Axe,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Unilever International,WH - Ambient,KnS,18
928103,Laneige Lip Sleeping Mask Sweet Candy Ex,Laneige,Bath Body And Hair,Body Lotion,Skin Creams And Lotions,Innisfree Cosmetics India Private Limited,WH - Ambient,KnS,18
428674,Laneige Lip Sleeping Mask Ex Gummybear,Laneige,Bath Body And Hair,Body Lotion,Skin Creams And Lotions,Innisfree Cosmetics India Private Limited,WH - Ambient,KnS,18
263122,Gillette Mach3 Cartridge Blade 1 Piece,Gillette,Beauty And Grooming,Shaving Needs,Cartridge,Procter & Gamble,WH - Ambient,KnS,18
104250,Gillette Fusion Proglide Flexball Manual Shaving Razor Blades Cartridge 2 Pieces,Gillette,Beauty And Grooming,Shaving Needs,Cartridge,Procter & Gamble,WH - Ambient,KnS,18
616722,Etude 0.2 Air Mask Collagen,Etude,Beauty And Grooming,Face And Lip Care,Face Care,Innisfree Cosmetics India Private Limited,WH - Ambient,KnS,5
864524,Innisfree Foaming Pore Cleanser,Innisfree,Beauty And Grooming,Face Makeup,Cleansers And Toners,Innisfree Cosmetics India Private Limited,WH - Ambient,KnS,18
322491,Innisfree Super Volcanic Pore Clay Mask - Mini,Innisfree,Beauty And Grooming,Face And Lip Care,Face Care,Innisfree Cosmetics India Private Limited,WH - Ambient,KnS,18
991066,Innisfree Super Volcanic Pore Clay Mask 2x,Innisfree,Beauty And Grooming,Face And Lip Care,Face Care,Innisfree Cosmetics India Private Limited,WH - Ambient,KnS,18
224904,Bombae Flexi Pro Avosmooth Disposable Women's Razor (Violet),Bombae,Beauty And Grooming,Shaving Needs,Razor,Visage Lines Personal Care Pvt. Ltd.,WH - Ambient,KnS,18
847953,Tonymoly Super 10 Masking Set,Tonymoly,Beauty And Grooming,Face And Lip Care,Face Care,Tonymoly Co.Ltd,WH - Ambient,KnS,5
891986,Whisper Choice Ultra Pads (Xl) With Wings 20 Pieces,Whisper,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Procter & Gamble,WH - Ambient,KnS,5
836280,Mcaffeine Sweet Escape Perfume Body Lotion,Mcaffeine,Bath Body And Hair,Body Lotion,Moisturising Lotion,Pep Technologies Pvt. Ltd.,WH - Ambient,KnS,18
447648,Dove Lavendar X Chamomile Go Fresh Bodywash,Dove,Bath Body And Hair,Shower Gel,Body Wash,Unilever International,WH - Ambient,KnS,18
548378,Mcaffeine Guava Tini De-Tan Body Wash,Mcaffeine,Bath Body And Hair,Shower Gel,Body Wash,Pep Technologies Pvt. Ltd.,WH - Ambient,KnS,18
667039,"Suroskie Radiance Reveal Peel Off Mask | Honey, Milk Protein & Collagen | Hydration, Brightening, Instant Glow & Plumped",Suroskie,Beauty And Grooming,Face And Lip Care,Face Care,Suroskie Beauty Private Limited,WH - Ambient,KnS,18
633327,Suroskie Roses Glass Skin Mist | 2 In 1 Face Toner + Makeup Setting Spray | Rose Water For Face With Aloe Vera & Lotus,Suroskie,Beauty And Grooming,Face Makeup,Cleansers And Toners,Suroskie Beauty Private Limited,WH - Ambient,KnS,18
530347,"Suroskie My Glow All-In-One Tinted Moisturizer Sunscreen Spf 30 | Light Shade | Hydrating, Glowy Finish & Uv Protection | For Men & Women",Suroskie,Beauty And Grooming,Beauty Accessories,Moisturising Cream,Suroskie Beauty Private Limited,WH - Ambient,KnS,18
544104,"Suroskie Glow Up Juice Spf 135 Pa++++ | Rose & Rice Toner For Glass Skin | Brightens, Protects & Smoothen",Suroskie,Beauty And Grooming,Face Makeup,Cleansers And Toners,Suroskie Beauty Private Limited,WH - Ambient,KnS,18
65719,"Suroskie My Glow All-In-One Tinted Moisturizer Sunscreen Spf 30 | Medium Shade | Hydrating, Glowy Finish & Uv Protection For Men & Women",Suroskie,Beauty And Grooming,Beauty Accessories,Moisturising Cream,Suroskie Beauty Private Limited,WH - Ambient,KnS,18
367673,Dr.Rashel De-Tan Scrub For Face & Body Dead Skin Remover Scrub | Blackhead Remover Scrub | Skin Brightening Lightening,Dr.Rashel,Beauty And Grooming,Face Wash And Scrub,Face Wash,Pp Consumer Pvt. Ltd.,WH - Ambient,KnS,18
336757,"Dr.Rashel Neem Acne Pimple Patches For Removing Zits, Blemishes & Pimples(36 Patches)",Dr.Rashel,Beauty And Grooming,Face And Lip Care,Face Care,Pp Consumer Pvt. Ltd.,WH - Ambient,KnS,18
112154,Imvelo Green Your Hygiene Bamboo Toothbrush - Set Of 6,Imvelo Green Your Hygiene,Hygiene And Wellness,Oral Care,Toothbrush,Imvelo Homecare Private Limited,WH - Ambient,KnS,5
901956,Jaquline Usa Bae For Life Lip Definer-Pillow Talkin' 05,Jaquline Usa,Makeup,Lip Makeup,Lip Liner,H&B Stores Limited,WH - Ambient,KnS,18
752412,Jaquline Usaholo Hype Holographic Eyeliner Prism Play 01,Jaquline Usa,Makeup,Eye Makeup,Eyeliner,H&B Stores Limited,WH - Ambient,KnS,18
983609,Jaquline Usa Bae For Life Lip Definer- Brownie Points 02,Jaquline Usa,Makeup,Lip Makeup,Lip Liner,H&B Stores Limited,WH - Ambient,KnS,18
151941,Jaquline Usa Plump It Lip Volumizer-Barely There 01,Jaquline Usa,Makeup,Lip Makeup,Lip Gloss,H&B Stores Limited,WH - Ambient,KnS,18
290577,Jaquline Usa Plump It Lip Volumizer Mocha Magic 04,Jaquline Usa,Makeup,Lip Makeup,Lip Gloss,H&B Stores Limited,WH - Ambient,KnS,18
266143,Jaquline Usa Deep Cleansing Charcoal Pore Strips,Jaquline Usa,Beauty And Grooming,Face And Lip Care,Face Care,H&B Stores Limited,WH - Ambient,KnS,5
